id,source_text,dialect,context_tag,status,created_at,sentiment_score,weight,standard_term,part_of_speech
934b0592-b25c-4bc1-8d96-0d568f1606c2,ako ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ako,Phrase
9361c02b-a673-4ded-accf-f6a385fd5f18,solulu,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,solusyon,Noun
93673eab-6f8a-418a-9971-21ec11ce655d,rent free,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,hindi maalis sa isip,Phrase
9372a4c6-3acd-4576-ae08-1ccbcc4289eb,sasakay,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,mosakay,Noun
93e19859-dcb4-425b-b82a-320b6e1bada3,pak,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,tama,Noun
93fbb5e0-996f-41dd-b2d6-78e8b747ecfe,aba inis,Batangeño,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.5,nakakainis,Phrase
94122d2d-6338-4743-a000-02d1094ab8d2,propesor ga,Batangeño,School,validated,2026-07-24 12:55:37.151387+00,8,1.5,propesor,Phrase
94f20149-e6f2-41d8-8a12-01888d576c79,salamat po,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1.5,salamat po,Phrase
9641a3d7-20df-443f-a4e0-aae1669174e4,sobrang gutom,General Cebuano,Food,validated,2026-07-24 12:55:37.151387+00,7,1.5,gutom kaayo,Phrase
9670a885-ae85-4933-88d6-fc0421c4c160,pagkarami-rami,Batangeño,Regional,validated,2026-08-06 09:10:03.172001+00,5,1.2,marami,Adjective
968182b0-d21b-4117-badb-0acc080fa03d,bukid,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,bundok,Noun
9694c202-012c-420f-b980-6ece16d62c88,umaga ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,umaga,Phrase
97253d39-f6af-4c47-a17a-485c05806893,lalabas,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,mogawas,Noun
9766a99e-3d61-4e1d-9c4b-5f19dc1d0192,tubig ga,Batangeño,Food,validated,2026-07-24 12:55:37.151387+00,7,1.5,tubig,Phrase
97837b1f-1bb0-4ebf-9cf7-1c9434d46011,aba laki,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,malaki,Phrase
9828d9e0-0226-4585-907d-db96f0418ea6,erp,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,laro,Noun
98b46902-e587-40d8-85fc-d369f7d1da57,kbye,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,paalam,Noun
98fa3763-a82a-4cff-92ec-af2a03c06a40,ngano,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,bakit,Noun
99410bdc-0498-4671-a73c-7096fe3d0cb1,kusgan,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,malakas,Adjective
99b79ddb-3c61-4484-8728-761b3fd95f10,freelance,General Tagalog,Work,validated,2026-07-24 12:55:37.151387+00,9,1.5,malaya na trabaho,Phrase
9a1d672d-5c99-40a8-af2b-08910fdcb006,kau,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kayo,Noun
9a420160-aa46-4d10-95fb-9542c42aacca,aha,Boholano,Regional,validated,2026-08-06 09:10:03.172001+00,5,1,saan,Noun
9a91280e-6796-44f6-bd10-883b5ba2fb3c,tlga,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,talaga,Noun
9a92f226-6ba9-410c-8ad4-aa2a0f28df2a,babaye,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,babae,Noun
9ac49497-029a-4a15-a1a9-dde9c6cbf783,dw,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,daw,Noun
9ad4116e-d32e-488a-a570-9eaf894a8fd2,forda,General Tagalog,Internet Slang,validated,2026-08-06 09:10:03.172001+00,2,1.5,para sa,Phrase
9aeb1537-f717-48b3-ba0c-8b67186acad5,manifesting,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,nagdadasal,Verb
9aef2829-cf7d-4d9d-8004-c8ad94183dfd,aba tagal,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,matagal,Phrase
9b22874b-f2d8-45ce-bddf-e99b75afa2e3,jowable,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,puwedeng maging kasintahan,Phrase
9b8100da-dd0f-4991-9d96-ffdc227be8b9,malipayon,Boholano,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,masaya,Adjective
9bc42204-0fde-495c-a18b-ef18e1a83599,bago,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,bag-o,Noun
9bf0c6c9-c8ab-4ed2-8fa7-226684cf2edf,mikaon,Boholano,Food,validated,2026-07-24 12:55:37.151387+00,7,1,kumain,Noun
9c975ee0-f2d5-424a-935b-0a9e51ea716f,ty,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1,salamat,Noun
9d13c25e-8d09-48f4-a07a-f636371974cc,mangutana,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,magtanong,Verb
9e2ccd88-fa8c-4a8b-80e3-20531aa4a66d,lag,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1.2,mabagal,Adjective
9e3228e0-2b6d-4359-afc3-3ba3f68b2ebe,dasurv,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,nararapat,Noun
9fd31402-081d-4f2f-8170-2a7caa768d18,isda,Boholano,Food,validated,2026-07-24 12:55:37.151387+00,7,1,isda,Noun
a0550262-0137-409d-9836-b802d2dfa9c5,Kaayo,General Cebuano,Modifier,validated,2026-07-06 06:21:53.701666+00,0,1.5,Very (Intensifier),Phrase
a0598904-5c6c-48c7-9c78-0ace9053225c,ghosted,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,in-ignore,Phrase
a05a84ce-c12e-4954-860d-2882a72e2fc7,main character energy,General Tagalog,Internet Slang,validated,2026-08-06 09:10:03.172001+00,2,1.5,bida,Phrase
a09c9ee8-fb5f-400e-b7ba-409cf17224d8,tita,General Tagalog,Family,validated,2026-07-24 12:55:37.151387+00,12,1,tita,Noun
a0c28876-2bbf-49ef-adfd-f7220f2442fd,gwapo,Boholano,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,pogi,Adjective
a0f489ac-cece-4991-903f-9270bae8334e,sila ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,sila,Phrase
a12bda7b-c8f7-41a2-aba4-b40d074f52e9,pantay ang mga paa,General Tagalog,Sadness,validated,2026-08-06 09:08:28.867391+00,14,1.5,patay na,Phrase
a1423b89-5a38-49e0-a82b-886f168ac01c,masulob-on,Boholano,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,malungkot,Adjective
a17b40e1-afbd-4e99-9c9f-cfa0c145be45,siya ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,siya,Phrase
a20cd555-d8bc-4964-b316-1a6517bd879b,leche,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.2,nakakainis,Adjective
a219e714-f010-494f-8b95-da6eba9fb776,di ko kaya,General Tagalog,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.5,hindi ko kaya,Phrase
a276ea85-94e7-43c9-938f-334d1d7188eb,hayop,General Tagalog,"Angry, Profanity",validated,2026-07-24 12:55:37.151387+00,15,1.2,grabe,Adjective
a27d8cc8-4336-4c8c-b2f1-e409b53069f8,sawi,General Tagalog,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,wasak ang puso,Adjective
a28b7aa1-e3d1-4cb0-acf6-bc2aba9bb95d,hungry,General Tagalog,Emotional,validated,2026-07-09 17:36:23.520494+00,0,1,tomguds,Noun
a2fb4d90-6871-417f-8d67-6a8775826ea7,sarap mo,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,maganda ka,Phrase
a33cc587-c0aa-4e47-a708-8110e6466225,nerf,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1,pahinain,Noun
a358f6dd-2ed0-4613-86ad-4c5bef9709fe,serve,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,pinakita ang galing,Phrase
a35fb59f-1830-482e-adb6-adb3ae4de0dc,ang pogi mo,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,ang pogi mo,Phrase
a471f6ae-dd7a-43fb-91dd-0f65259b25da,lowkey,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,medyo,Noun
a474a877-85ab-441b-b571-147b4885789b,haha,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,nakakatawa,Adjective
a4f22e4a-8cd8-449c-a6f8-e9aa8f735c32,gn,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,magandang gabi,Phrase
a565d561-3576-43b8-99cd-3e55a35e7e73,tay,General Tagalog,Family,validated,2026-07-24 12:55:37.151387+00,12,1,tatay,Noun
a59b3ee3-5080-4281-a691-2042f76003dd,magaan ang kamay,General Tagalog,Angry,validated,2026-08-06 09:10:03.172001+00,4,1.5,mapanakit,Phrase
a6941607-04ba-46b9-8ef2-01c146f6cd46,flex,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,ipagmalaki,Noun
a789cd01-c8ee-4b3b-9622-39f8c093587c,ngayon ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ngayon,Phrase
a79009e9-3b4b-4a3f-ade8-d33b82a51d91,carry,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1,dala,Noun
a7d1310f-1dd2-4494-8941-a54998ea70a9,kamusta,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1,kumusta,Noun
a7d23adc-85e5-4854-8bf9-5bccae3218d5,aba pandak,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,pandak,Phrase
a7dfcdc9-6fcf-47f3-aec0-6aeeef80f3ba,tangina,General Tagalog,"Angry, Profanity",validated,2026-07-24 12:55:37.151387+00,15,1.2,nakakainis,Adjective
a7f7fd78-0d8b-44e8-a39b-8c7a53082305,Umis,Batangeño,Action,validated,2026-07-06 06:21:53.701666+00,0,1,Smile,Verb
a800b151-2690-4115-b087-8df937f885ef,gihigugma,Boholano,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,mahal,Adjective
a870f843-89b2-4a55-910f-aa30a276b28b,Atungal,Batangeño,Emotional,validated,2026-07-06 06:21:53.701666+00,0,1,Cry,Noun
a8ed4e48-98c6-47e8-9245-2de3a245e95b,kaunti,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,dyutay,Noun
a9090c26-a7c1-40af-9680-60b84be82ef7,puno ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,puno,Phrase
a920887d-d74d-4be3-a62c-e881d787e596,aba hindi,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,hindi,Phrase
a93c50f0-41aa-4d73-8204-c7fa82bcdc53,bai,Boholano,Family,validated,2026-07-24 12:55:37.151387+00,12,1,kaibigan,Noun
a974f9e0-fdfb-4ee6-86d7-877feb5f23ba,aba payat,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,payat,Phrase
a986b4a1-aef1-4898-87fc-b97adbc829d0,magkano po,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,magkano po,Phrase
a9d712df-e96a-4cb2-a92d-18d1dd7819e0,it's giving,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,parang,Phrase
aa289f71-4223-4fdd-8791-b370225d08f3,mahal,General Cebuano,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,higugma,Adjective
ab18ee1d-4785-49f3-9f6b-ff96e97067d2,tarantado,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.5,walang alam,Phrase
ab842bc0-ea10-4827-ad46-0da9bee4f5b3,huwag naman sana,General Cebuano,Regional,validated,2026-08-06 09:10:03.172001+00,5,1.5,simbako,Phrase
ab93078b-f498-45ee-b49d-dc2d98b55d1e,anak ng,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.5,grabe,Phrase
abdfd7b2-8fdd-45a3-9e99-5edac31be080,maganda,General Cebuano,Flirty,validated,2026-08-06 09:08:28.867391+00,1,1,chix,Verb
abed8299-779d-4f66-b7f5-06e12aec35de,luya,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,mahina,Adjective
ac5d4208-a41a-4d91-b200-ef7edd7731fa,kilig,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,kinikilig,Adjective
ace9e522-7fec-441d-bdd9-796524f7d63f,Sukli nako?,General Cebuano,Commerce,validated,2026-07-06 06:21:53.701666+00,0,1.5,My change,Phrase
ae3400d6-dcac-4c7f-a625-2ad72097dbc8,lola,General Tagalog,Family,validated,2026-07-24 12:55:37.151387+00,12,1,lola,Noun
ae547687-77aa-403d-9680-c24eb48827b7,akin na,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ibigay mo,Phrase
af0aeeff-dfcf-4593-b9e3-f9a4f02e4812,bitter,General Tagalog,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.5,galit pa rin,Phrase
af968048-c95f-49f5-ad5e-41dceef839f6,mali,General Cebuano,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.2,sayop,Adjective
af9b834c-99ef-4096-8bfc-2c983669258e,live,General Tagalog,Social Media,validated,2026-07-24 12:55:37.151387+00,11,1.5,direktang broadcast,Phrase
afa9b3b2-d201-450b-9253-34aae9f9d49e,omg,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,diyos ko,Phrase
afbf6ce1-2de7-4834-b22b-184aaba12284,walanghiya,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.5,walang hiya,Phrase
afed11bf-392b-4cd5-8904-47fcffcef1f3,touch grass,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,lumabas ka,Phrase
b0cfb623-f469-475b-893b-6198dea06c03,kanin ga,Batangeño,Food,validated,2026-07-24 12:55:37.151387+00,7,1.5,kanin,Phrase
b15bf70d-01f3-41bb-bf8e-011be4cae2e8,naks,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,ang galing,Phrase
b1bb919c-5b95-4998-8c27-269e5444b116,no cap,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,totoo,Phrase
b1bcae11-23a2-4e95-8cec-e324a0a8b0a5,Bilot,Batangeño,Noun,validated,2026-07-06 06:21:53.701666+00,0,1.5,Dog (puppy),Phrase
b2459b6f-d8b9-4c1e-ba12-c76b06fa8beb,afk,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1.5,wala sa harap,Phrase
b30a3f35-c154-4259-9071-1560345398d6,pupunta,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,moadto,Noun
b36bcc30-51f2-43ab-b550-742ea23f6736,unhinged,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,baliw,Noun
b3ce4df2-c155-4f26-b1b4-f5353a5c2da4,ra,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,lang,Noun
b3fd814c-5df7-4b1e-9ea4-367a9b1330a4,bundok ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,bundok,Phrase
b465c169-2c52-41f0-ad46-7cf58b0d2828,gyud,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,talaga,Noun
b46a17d7-a940-4f6c-865c-7d63de296001,awit,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,sayang,Noun
b46e5ccc-d81d-4f4b-bfb0-d48607ecc426,char,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,biro lang,Phrase
b47b2905-799a-4bed-bd62-93a2f31a7c8a,kc,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kasi,Noun
b516003f-348b-4c7f-b717-655c069f3187,isda ga,Batangeño,Food,validated,2026-07-24 12:55:37.151387+00,7,1.5,isda,Phrase
b55ff717-baf9-42da-b6a4-857e792b2ae9,Boyfriend/Girlfriend,General Tagalog,Relationship,validated,2026-07-06 06:21:53.701666+00,0,1,Jowa,Noun
b56c806e-c2dd-42b8-97d7-8af43878b5e3,manok,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1.5,tandang,Noun
b5720741-55d1-4f9b-8ee5-3cf5966b168e,mama,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,maganda,Verb
b594b616-558f-4c85-9aac-cfeb1388ce26,kristo,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1,tagapusta,Noun
b5f04eab-bcc1-46de-8430-03b0cf4d08f4,tumawa ga,Batangeño,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.5,tumawa,Phrase
b5fb58d9-a872-489a-87f0-95c7598be314,dinhi,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,dito,Noun
b61c0a7e-59ae-4492-a99d-f14b2cb76404,bulak,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,bulaklak,Noun
b62bb334-e7eb-4b22-b3dd-5ffb188026de,Cheap,General Tagalog,Adjective,validated,2026-07-06 06:21:53.701666+00,0,1,Chipangga,Noun
b6357a76-51e9-48b7-8812-291bd6ab4dee,reels,General Tagalog,Social Media,validated,2026-07-24 12:55:37.151387+00,11,1.5,maikling video,Phrase
b728d462-c99b-482c-9db8-15640e6ba986,naol,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,sana lahat,Phrase
b76603b9-c8c6-48df-aaa5-f2f75ddc8a7d,move on,General Tagalog,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.5,magpatuloy,Phrase
b7c06a0d-2558-47af-b173-ba6250de8929,edi wow,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,wala akong pakialam,Phrase
b7fbd11f-c4c0-4a4e-8ba3-10f8c8e3c2d5,magtutudlo,Boholano,School,validated,2026-07-24 12:55:37.151387+00,8,1,propesor,Verb
b81366bd-ae4a-4be8-ad9c-a9fc69a5cab7,cge,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,sige,Noun
b8342a04-1e32-43f8-882e-225df1af47d4,tubig,Boholano,Food,validated,2026-07-24 12:55:37.151387+00,7,1,tubig,Noun
b84090f2-42e7-47eb-88a3-7999a96f2bca,tapulan,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,tamad,Noun
b84a66a2-512a-4bc7-ae01-42637971b014,raket,General Tagalog,Work,validated,2026-07-24 12:55:37.151387+00,9,1,dagdag na trabaho,Noun
b85002a1-a10d-4e3e-9ca4-65eb9431c0e1,wtf,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,ano ba yan,Phrase
b882a89d-0b3d-4383-955f-25d560989093,layo,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,malayo,Adjective
b8bdc67c-bc2e-430d-a583-e1071d04caad,panalo,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,panalo,Adjective
b8e27ff0-2f82-4abb-bda4-b2c73c427399,snatched,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,maganda,Verb
b8fa1882-c8ec-428f-8d7b-352dfd7d6589,sino,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,kinsa,Noun
b944cfeb-1e70-41a4-bd9d-1a5e59843622,kow,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kayo,Noun
b968f4d5-8bb4-4277-a429-ba0ec1872def,aba talino,Batangeño,School,validated,2026-07-24 12:55:37.151387+00,8,1.5,matalino,Phrase
b96a70d0-4bd3-441d-8516-3ba10d14cd55,musta,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1,kumusta,Noun
b9badaff-3dea-424d-a7c2-056806a3f663,kain tayo,General Tagalog,Food,validated,2026-07-24 12:55:37.151387+00,7,1.5,kumain tayo,Phrase
b9ebe82e-db03-41b6-847f-08808db8751e,bussin,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,masarap,Adjective
b9f821ab-40fc-4eb9-a73d-c1f59d0e8d77,maayo,Boholano,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,mabuti,Adjective
ba1bf17c-fded-4efb-892c-dba6cfd43947,buff,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1,palakasin,Noun
ba673eb9-332e-4155-b26d-5bb3804fdfd6,mahirap,General Cebuano,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,lisod,Adjective
ba98c9f1-f65e-4a60-9fdb-a3e32380c6bf,tatahimik,General Cebuano,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.2,mopahilom,Adjective
bac865ba-9879-4d7d-be3f-944bec763ef7,tambok,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,mataba,Adjective
bb20c2ba-ca50-411e-9496-68fd1e7f5902,dean's lister,General Tagalog,School,validated,2026-07-24 12:55:37.151387+00,8,1.5,iskolar,Phrase
bb37e631-3b79-440d-8375-b62e3cde2900,Guyam,Batangeño,Noun,validated,2026-07-06 06:21:53.701666+00,0,1,Ants,Noun
bb559765-f449-440c-be24-52deabec5454,ikaw,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,ikaw,Noun
bb6394fc-958a-4474-9950-ec10982f330c,nagtuon,Boholano,School,validated,2026-07-24 12:55:37.151387+00,8,1,nag-aaral,Verb
bc22cf69-cc63-4fe9-94d5-41a8cd6d38a7,s,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,sa,Noun
bc814889-6c7f-4a3e-b6cf-097d9d2deb7c,core,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,estilo,Noun
bd5c39ed-9d60-402b-8fc1-90985cd9b1e3,tara na,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,halika na,Phrase
bd6c39af-aee2-4fa9-b621-f8e4139dc11b,nakatulog,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,natulog,Adjective
bd93e651-c00e-4664-8828-e8e8680182d8,walang problema,General Cebuano,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.5,way blema,Phrase
bda58474-c389-4d77-9856-1f5d75010867,nyo,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,ninyo,Noun
bdba4621-a7ff-46f0-b0cd-3bb8b078e2c5,lods,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,idol,Adjective
be27a774-b827-4358-b984-355ce8b2a6d2,ugma,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,bukas,Noun
be456a3a-6939-4601-bfe5-9d2cdfcd7c54,mag-ingat,General Cebuano,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1,amping,Verb
be5ba85f-2457-4dd4-86dc-e75df2e76d15,bugo,Boholano,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.2,tanga,Adjective
be671927-f861-4328-9e0d-e84843b45c3d,mag-ingat ka ga,Batangeño,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1.5,mag-ingat,Phrase
be8bea11-c42e-4952-ad48-e819baf60398,iconic,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,napakagaling,Noun
bef0968d-351d-498e-ae8c-e437b08dda5d,Urungan mo ang mga plato,Batangeño,Household,validated,2026-07-06 06:21:53.701666+00,0,1.5,Wash the dishes,Phrase
bf5bf891-bd39-4fcc-991b-343b071d9173,palengke ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,palengke,Phrase
bf6e2e21-55f5-43f3-b308-877f3938728c,bwisit,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.2,nakakainis,Adjective
bfd47474-089e-4193-bd66-d9aada67c40d,thnks,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,salamat,Noun
c0c0318f-7232-4bbb-a6b3-b3b50e6e06ed,mid,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,pangkaraniwan,Noun
c0d1cfd8-b092-4d5e-b66b-be4657706865,Kumusta bay?,General Cebuano,Casual,validated,2026-07-06 06:21:53.701666+00,0,1.5,How are you?,Phrase
c0ee0c75-b4f6-4f77-886c-b4203c7dc822,ano ba,General Cebuano,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,unsa man,Phrase
c12a44b2-27bb-4f1f-be04-501a20a86b98,jk lang,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,biro lang,Phrase
c140409b-1186-45d9-bc36-b46718c0e32e,kasintahan ga,Batangeño,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,kasintahan,Phrase
c1634d37-e467-45b2-9097-a874598b7391,na-ghost,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,in-ignore,Phrase
c180f2b9-785d-45df-8820-6f54496d7165,awit,General Tagalog,"Negative, Internet Slang",validated,2026-07-17 16:17:29.793198+00,4,2,nakakalungkot,Noun
c1dcc783-e346-4b0c-887c-3ed48dc20d62,lolo,General Tagalog,Family,validated,2026-07-24 12:55:37.151387+00,12,1,lolo,Noun
c218d460-ce96-4116-bc15-bbf374a1446c,sobrang sarap,General Tagalog,Food,validated,2026-07-24 12:55:37.151387+00,7,1.5,napakasarap,Phrase
c22242aa-3794-4bce-86da-d7739e2348e4,pusa ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,pusa,Phrase
c3139a6d-4223-4bf5-bb6a-3536f92a13c0,unya,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,mamaya,Adjective
c3478591-8dde-4ff9-bbfd-318e90200560,wag ka na magtampo,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,huwag ka na magalit,Phrase
c3af41bc-cb6f-4b9e-bd1d-7beb8fd50f08,ano ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ano,Phrase
c3d56188-86ff-4712-8f95-9bbf2ccd78af,ang init,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ang init,Phrase
c43b2432-42fa-4927-b47e-c3036199f13b,ending,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1,huli,Noun
c459026e-7a8e-4d7c-bebe-9cb9fa348015,talpak,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1,talo,Noun
c4d265b1-a360-47e3-9117-47ae80a74343,lablab,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,halik,Adjective
c5094333-0d22-4e77-824d-1cc681749a22,ang ganda,General Cebuano,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,ka gwapa,Phrase
